batter,match_id,date,venue,bowling_team,batsman_runs,ball,is_wicket,is_boundary,is_six,is_four,strike_rate,put_avg,put_avg_expanding,rolling_avg_5,rolling_sr_5,venue_avg,venue_overall_avg,pvp_avg,career_avg,career_sr,career_matches,target_next_runs,target_next_sr
A Singh,285,2011-05-09,Sawai Mansingh Stadium,Chennai Super Kings,1,2,1,0,0,0,50.0,1.0,0.0,0.5,25.0,1.0,19.288100208768267,0.5,0.3333333333333333,16.666666666666668,3,0.0,0.0
A Symonds,64,2008-04-20,Eden Gardens,Kolkata Knight Riders,32,41,1,4,2,2,78.05,25.0,28.333333333333332,32.0,78.05,38.5,19.11173184357542,7.458333333333333,0.4,20.0,0,12.0,92.31
A Symonds,66,2008-04-22,"Rajiv Gandhi International Stadium, Uppal",Delhi Capitals,12,13,1,2,0,2,92.31,28.333333333333332,26.0,22.0,85.18,57.666666666666664,19.61134163208852,5.25,32.0,78.05,1,117.0,205.26
A Symonds,68,2008-04-24,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,117,57,0,18,7,11,205.26,40.2,25.666666666666668,53.666666666666664,125.20666666666666,57.666666666666664,19.61134163208852,4.678571428571429,22.0,85.18,2,60.0,162.16
A Symonds,151,2009-05-09,De Beers Diamond Oval,Punjab Kings,60,37,0,6,4,2,162.16,25.666666666666668,9.5,55.25,134.445,45.0,17.875,4.6000000000000005,53.666666666666664,125.20666666666666,3,30.0,157.89
A Symonds,155,2009-05-11,De Beers Diamond Oval,Rajasthan Royals,30,19,1,3,1,2,157.89,40.2,117.0,50.2,139.134,45.0,17.875,22.5,55.25,134.445,4,41.0,178.26
A Symonds,158,2009-05-13,Kingsmead,Delhi Capitals,41,23,1,5,2,3,178.26,28.333333333333332,12.0,52.0,159.176,41.0,16.502024291497975,11.166666666666666,50.2,139.134,5,18.0,138.46
A Symonds,163,2009-05-16,New Wanderers Stadium,Kolkata Knight Riders,18,13,2,1,1,0,138.46,25.0,32.0,53.2,168.406,25.333333333333332,18.508474576271187,7.75,48.666666666666664,145.655,6,25.0,96.15
A Symonds,164,2009-05-17,New Wanderers Stadium,Punjab Kings,25,26,1,1,0,1,96.15,25.666666666666668,60.0,34.8,146.584,25.333333333333332,18.508474576271187,7.4,44.285714285714285,144.62714285714284,7,18.0,105.88
A Symonds,171,2009-05-21,SuperSport Park,Royal Challengers Bangalore,18,17,1,2,1,1,105.88,25.0,40.2,26.4,135.328,21.0,19.884393063583815,5.5,41.875,138.5675,8,24.0,160.0
A Symonds,172,2009-05-22,SuperSport Park,Delhi Capitals,24,15,1,3,1,2,160.0,28.333333333333332,26.5,25.2,135.75,21.0,19.884393063583815,15.0,39.22222222222222,134.93555555555557,9,33.0,157.14
A Symonds,174,2009-05-24,New Wanderers Stadium,Royal Challengers Bangalore,33,21,1,5,1,4,157.14,25.0,18.0,23.6,131.526,25.333333333333332,18.508474576271187,2.5,37.7,137.442,10,5.0,55.56
A Symonds,175,2010-03-12,Dr DY Patil Sports Academy,Kolkata Knight Riders,5,9,1,0,0,0,55.56,25.0,25.0,21.0,114.946,6.8,16.62962962962963,2.75,37.27272727272727,139.23272727272726,11,50.0,108.7
A Symonds,179,2010-03-14,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,50,46,1,6,3,3,108.7,32.75,0.0,26.0,117.45599999999999,50.0,20.09861111111111,6.933333333333333,34.583333333333336,132.26,12,53.0,139.47
A Symonds,186,2010-03-19,Barabati Stadium,Punjab Kings,53,38,1,6,3,3,139.47,25.666666666666668,42.5,33.0,124.174,44.0,20.70754716981132,7.416666666666667,35.76923076923077,130.4476923076923,13,35.0,145.83
A Symonds,189,2010-03-21,Barabati Stadium,Delhi Capitals,35,24,1,5,2,3,145.83,28.333333333333332,25.666666666666668,35.2,121.34,44.0,20.70754716981132,12.75,37.0,131.09214285714285,14,22.0,146.67
A Symonds,195,2010-03-26,"Sardar Patel Stadium, Motera",Rajasthan Royals,22,15,0,3,0,3,146.67,40.2,73.5,33.0,119.24600000000001,22.0,19.612021857923498,18.25,36.86666666666667,132.07466666666667,15,1.0,14.29
A Symonds,199,2010-03-28,Dr DY Patil Sports Academy,Mumbai Indians,1,7,1,0,0,0,14.29,11.0,25.0,32.2,110.99199999999999,6.8,16.62962962962963,9.958333333333334,35.9375,132.986875,16,45.0,115.38
A Symonds,204,2010-04-01,Eden Gardens,Kolkata Knight Riders,45,39,1,5,0,5,115.38,25.0,18.333333333333332,31.2,112.328,38.5,19.11173184357542,6.361111111111112,33.88235294117647,126.00470588235294,17,21.0,110.53
A Symonds,207,2010-04-03,Brabourne Stadium,Mumbai Indians,21,19,1,2,0,2,110.53,11.0,1.0,24.8,106.54,21.0,22.061349693251532,3.0,34.5,125.41444444444444,18,15.0,75.0
A Symonds,210,2010-04-05,"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,15,20,1,2,0,2,75.0,40.2,56.333333333333336,20.8,92.374,20.333333333333332,15.222222222222221,7.366666666666667,33.78947368421053,124.63105263157894,19,53.0,212.0
A Symonds,214,2010-04-08,M Chinnaswamy Stadium,Royal Challengers Bangalore,53,25,0,8,3,5,212.0,25.0,25.5,27.0,105.44000000000001,53.0,19.843718079673135,6.5,32.85,122.14949999999999,20,27.0,108.0
A Symonds,216,2010-04-10,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings,27,25,0,3,2,1,108.0,32.75,50.0,32.2,124.18200000000002,20.333333333333332,15.222222222222221,6.666666666666666,33.80952380952381,126.42809523809522,21,19.0,90.48
A Symonds,220,2010-04-12,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore,19,21,1,2,0,2,90.48,25.0,34.666666666666664,27.0,119.202,20.333333333333332,15.222222222222221,8.125,33.5,125.59045454545453,22,4.0,57.14
A Symonds,225,2010-04-16,Himachal Pradesh Cricket Association Stadium,Punjab Kings,4,7,1,0,0,0,57.14,25.666666666666668,46.0,23.6,108.524,4.0,20.29850746268657,5.833333333333333,32.869565217391305,124.06391304347825,23,54.0,180.0
A Symonds,229,2010-04-18,Feroz Shah Kotla,Delhi Capitals,54,30,1,8,5,3,180.0,28.333333333333332,28.0,31.4,129.524,54.0,19.530133928571427,7.133333333333333,31.666666666666668,121.27541666666667,24,23.0,100.0
A Symonds,232,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,23,23,1,3,0,3,100.0,32.75,38.5,25.4,107.124,6.8,16.62962962962963,11.5,32.56,123.62440000000001,25,2.0,25.0
A Symonds,233,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,2,8,1,0,0,0,25.0,25.0,30.75,20.4,90.524,6.8,16.62962962962963,9.75,32.19230769230769,122.71576923076924,26,16.0,106.67
A Symonds,254,2011-04-20,Wankhede Stadium,Pune Warriors,16,15,0,2,0,2,106.67,9.5,11.0,19.8,93.762,12.6,19.321590909090908,6.0,31.074074074074073,119.09666666666668,27,31.0,106.9
A Symonds,257,2011-04-22,Wankhede Stadium,Chennai Super Kings,31,29,0,3,2,1,106.9,32.75,33.333333333333336,25.2,103.71400000000001,12.6,19.321590909090908,5.0,30.535714285714285,118.65285714285713,28,44.0,133.33
A Symonds,260,2011-04-24,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,44,33,0,5,1,4,133.33,26.0,32.75,23.2,94.38000000000001,57.666666666666664,19.61134163208852,6.95,30.551724137931036,118.24758620689654,29,17.0,62.96
A Symonds,267,2011-04-29,Sawai Mansingh Stadium,Rajasthan Royals,17,27,1,1,0,1,62.96,40.2,46.0,22.0,86.97200000000001,17.0,19.288100208768267,11.333333333333332,31.0,118.75033333333334,30,4.0,66.67
A Symonds,273,2011-05-02,Wankhede Stadium,Punjab Kings,4,6,0,0,0,0,66.67,25.666666666666668,35.5,22.4,95.30600000000001,12.6,19.321590909090908,5.0,30.548387096774192,116.95064516129031,31,3.0,100.0
A Symonds,277,2011-05-04,Dr DY Patil Sports Academy,Pune Warriors,3,3,1,0,0,0,100.0,9.5,16.0,19.8,93.97200000000001,6.8,16.62962962962963,12.0,29.71875,115.379375,32,4.0,100.0
A Symonds,282,2011-05-07,Wankhede Stadium,Delhi Capitals,4,4,0,0,0,0,100.0,28.333333333333332,33.2,14.4,92.59200000000001,12.6,19.321590909090908,4.5,28.90909090909091,114.91333333333333,33,8.0,114.29
A Symonds,287,2011-05-10,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,8,7,0,1,0,1,114.29,25.666666666666668,29.2,7.2,88.784,8.0,19.662264150943397,9.25,28.176470588235293,114.47470588235294,34,8.0,42.11
A Uniyal,176,2010-03-13,Brabourne Stadium,Mumbai Indians,0,1,1,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,22.061349693251532,1.0,27.055555555555557,112.45944444444444,0,4.0,66.67
A Zampa,616,2016-05-10,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,0,1,1,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,17.72189349112426,5.0,2.0,33.335,0,5.0,71.43
AA Bilakhia,131,2009-04-27,Kingsmead,Chennai Super Kings,12,14,0,1,0,1,85.71,12.0,0.0,12.0,85.71,12.0,16.502024291497975,4.25,2.5,35.715,0,22.0,78.57
AA Bilakhia,136,2009-04-30,SuperSport Park,Delhi Capitals,22,28,1,2,0,2,78.57,16.0,12.0,17.0,82.13999999999999,16.0,19.884393063583815,4.5,12.0,85.71,1,1.0,20.0
AA Bilakhia,140,2009-05-02,St George's Park,Rajasthan Royals,1,5,1,0,0,0,20.0,1.5,16.0,11.666666666666666,61.426666666666655,1.0,19.232323232323232,1.0,17.0,82.13999999999999,2,16.0,200.0
AA Bilakhia,171,2009-05-21,SuperSport Park,Royal Challengers Bangalore,16,8,0,2,0,2,200.0,11.0,1.5,12.75,96.07,16.0,19.884393063583815,0.5,11.666666666666666,61.426666666666655,3,10.0,47.62
AA Bilakhia,172,2009-05-22,SuperSport Park,Delhi Capitals,10,21,1,0,0,0,47.62,16.0,22.0,12.2,86.38,16.0,19.884393063583815,3.8,12.75,96.07,4,6.0,75.0
AA Bilakhia,174,2009-05-24,New Wanderers Stadium,Royal Challengers Bangalore,6,8,1,0,0,0,75.0,11.0,16.0,11.0,84.238,6.0,18.508474576271187,5.5,12.2,86.38,5,2.0,50.0
AA Chavan,294,2011-05-15,Holkar Cricket Stadium,Kochi Tuskers Kerala,1,3,0,0,0,0,33.33,1.0,7.0,1.0,33.33,1.0,23.983870967741936,1.0,9.857142857142858,79.55714285714285,0,4.0,200.0
AA Chavan,319,2012-04-11,Wankhede Stadium,Mumbai Indians,4,2,1,1,0,1,200.0,4.0,1.0,2.5,116.66499999999999,4.0,19.321590909090908,3.0,1.0,33.33,1,7.0,116.67
AA Jhunjhunwala,176,2010-03-13,Brabourne Stadium,Mumbai Indians,14,11,1,2,1,1,127.27,15.333333333333334,45.0,14.0,127.27,14.0,22.061349693251532,3.5,4.0,116.66666666666667,0,53.0,110.42
AA Jhunjhunwala,180,2010-03-15,"Sardar Patel Stadium, Motera",Delhi Capitals,53,48,1,6,1,5,110.42,19.666666666666668,11.0,33.5,118.845,36.333333333333336,19.612021857923498,3.5,14.0,127.27,1,5.0,71.43
AA Jhunjhunwala,184,2010-03-18,M Chinnaswamy Stadium,Royal Challengers Bangalore,5,7,1,1,0,1,71.43,9.0,9.5,24.0,103.04,5.0,19.843718079673135,4.5,33.5,118.845,2,45.0,121.62
AA Jhunjhunwala,187,2010-03-20,"Sardar Patel Stadium, Motera",Kolkata Knight Riders,45,37,2,5,0,5,121.62,45.0,19.666666666666668,29.25,107.685,36.333333333333336,19.612021857923498,3.1666666666666665,24.0,103.04,3,11.0,183.33
AA Jhunjhunwala,198,2010-03-28,"Sardar Patel Stadium, Motera",Chennai Super Kings,11,6,1,2,0,2,183.33,6.333333333333333,4.0,25.6,122.81400000000001,36.333333333333336,19.612021857923498,4.0,29.25,107.685,4,2.0,33.33
AA Jhunjhunwala,203,2010-03-31,Feroz Shah Kotla,Delhi Capitals,2,6,0,0,0,0,33.33,19.666666666666668,53.0,23.2,104.026,3.0,19.530133928571427,5.333333333333333,25.6,122.81400000000001,5,7.0,175.0
AA Jhunjhunwala,206,2010-04-03,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,7,4,1,1,1,0,175.0,6.333333333333333,11.0,14.0,116.94200000000001,4.0,20.09861111111111,0.5,21.666666666666668,107.89999999999999,6,11.0,137.5
AA Jhunjhunwala,210,2010-04-05,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,11,8,1,1,0,1,137.5,11.0,6.333333333333333,15.2,130.156,11.0,15.222222222222221,4.0,19.571428571428573,117.4857142857143,7,22.0,95.65
AA Jhunjhunwala,219,2010-04-11,Sawai Mansingh Stadium,Mumbai Indians,22,23,1,1,1,0,95.65,15.333333333333334,14.0,10.6,124.96200000000002,17.5,19.288100208768267,3.8333333333333335,18.5,119.98750000000001,8,13.0,59.09
AA Jhunjhunwala,223,2010-04-14,Sawai Mansingh Stadium,Royal Challengers Bangalore,13,22,1,1,0,1,59.09,9.0,5.0,11.0,100.114,17.5,19.288100208768267,3.8,18.88888888888889,117.28333333333333,9,10.0,62.5
AA Jhunjhunwala,277,2011-05-04,Dr DY Patil Sports Academy,Mumbai Indians,10,16,1,2,0,2,62.5,15.333333333333334,18.0,12.6,105.94800000000001,10.0,16.62962962962963,4.0,18.3,111.46400000000001,10,0.0,0.0
AA Jhunjhunwala,284,2011-05-08,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,0,3,1,0,0,0,0.0,9.5,15.333333333333334,11.2,70.94800000000001,0.0,19.662264150943397,7.0,17.545454545454547,107.01272727272728,11,4.0,66.67
AA Jhunjhunwala,323,2012-04-19,Feroz Shah Kotla,Delhi Capitals,4,6,1,1,0,1,66.67,19.666666666666668,27.5,9.8,56.782000000000004,3.0,19.530133928571427,11.5,16.083333333333332,98.09500000000001,12,1.0,100.0
AA Jhunjhunwala,352,2012-05-04,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,1,0,0,0,0,100.0,6.333333333333333,9.0,5.6,57.652,4.0,20.09861111111111,7.0,15.153846153846153,95.6776923076923,13,19.0,95.0
AB Agarkar,71,2008-04-26,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,11,9,1,1,0,1,122.22,7.666666666666667,9.0,11.0,122.22,10.0,20.09861111111111,1.75,9.0,75.0,0,2.0,28.57
AB Agarkar,75,2008-04-29,Eden Gardens,Mumbai Indians,2,7,1,0,0,0,28.57,8.0,28.0,6.5,75.395,5.0,19.11173184357542,5.0,11.0,122.22,1,20.0,133.33
AB Agarkar,78,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,20,15,1,3,2,1,133.33,9.75,5.0,11.0,94.70666666666666,20.0,19.288100208768267,1.5,6.5,75.395,2,1.0,50.0
AB Agarkar,81,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,1,2,0,0,0,0,50.0,5.0,8.0,8.5,83.53,1.0,19.662264150943397,1.0,11.0,94.70666666666666,3,15.0,107.14
AB Agarkar,99,2008-05-16,Wankhede Stadium,Mumbai Indians,15,14,1,2,0,2,107.14,8.0,2.0,9.8,88.252,11.0,19.321590909090908,3.0,8.5,83.53,4,5.0,250.0
AB Agarkar,105,2008-05-20,Eden Gardens,Rajasthan Royals,5,2,0,1,0,1,250.0,9.75,20.0,8.6,113.80799999999999,5.0,19.11173184357542,7.0,9.8,88.252,5,7.0,233.33
AB Agarkar,121,2009-04-19,Newlands,Deccan Chargers,7,3,1,1,1,0,233.33,7.5,7.666666666666667,9.6,154.76000000000002,4.0,15.17117117117117,7.0,9.0,115.21,6,1.0,100.0
AB Agarkar,126,2009-04-23,Newlands,Rajasthan Royals,1,1,0,0,0,0,100.0,9.75,12.5,5.8,148.094,4.0,15.17117117117117,7.0,8.714285714285714,132.08428571428573,7,6.0,75.0
AB Agarkar,134,2009-04-29,Kingsmead,Royal Challengers Bangalore,6,8,0,0,0,0,75.0,6.0,9.75,6.8,153.094,9.5,16.502024291497975,2.75,7.75,128.07375,8,39.0,134.48
AB Agarkar,154,2009-05-10,New Wanderers Stadium,Delhi Capitals,39,29,1,5,2,3,134.48,28.0,7.5,11.6,158.56199999999998,39.0,18.508474576271187,3.1666666666666665,7.555555555555555,122.17666666666666,9,13.0,76.47
AB Agarkar,168,2009-05-20,Kingsmead,Rajasthan Royals,13,17,0,0,0,0,76.47,9.75,8.666666666666666,13.2,123.856,9.5,16.502024291497975,4.2,10.7,123.407,10,17.0,130.77
AB Agarkar,200,2010-03-29,Feroz Shah Kotla,Delhi Capitals,17,13,1,1,0,1,130.77,28.0,39.0,15.2,103.34400000000001,9.666666666666666,19.530133928571427,4.125,10.909090909090908,119.14,11,8.0,160.0
AB Agarkar,204,2010-04-01,Eden Gardens,Deccan Chargers,8,5,0,1,0,1,160.0,7.5,7.0,16.6,115.34400000000001,5.0,19.11173184357542,2.0,11.416666666666666,120.10916666666667,12,6.0,85.71
AB Agarkar,217,2010-04-10,M Chinnaswamy Stadium,Royal Challengers Bangalore,6,7,0,0,0,0,85.71,6.0,6.0,16.6,117.48599999999999,6.0,19.843718079673135,5.166666666666667,11.153846153846153,123.1776923076923,13,9.0,180.0
AB Agarkar,222,2010-04-13,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,9,5,0,2,0,2,180.0,7.666666666666667,11.0,10.6,126.59,10.0,20.09861111111111,1.5,10.785714285714286,120.50142857142858,14,7.0,100.0
AB Agarkar,282,2011-05-07,Wankhede Stadium,Mumbai Indians,7,7,0,1,0,1,100.0,8.0,8.5,9.4,131.296,11.0,19.321590909090908,6.0,10.666666666666666,124.468,15,3.0,42.86
AB Agarkar,404,2013-04-18,Feroz Shah Kotla,Chennai Super Kings,3,7,1,0,0,0,42.86,7.666666666666667,10.0,6.6,113.71399999999998,9.666666666666666,19.530133928571427,9.0,10.4375,122.93875,16,9.0,100.0
AB Barath,186,2010-03-19,Barabati Stadium,Deccan Chargers,7,10,1,1,0,1,70.0,7.0,6.0,7.0,70.0,7.0,20.70754716981132,4.333333333333333,9.944444444444445,117.21555555555557,0,33.0,117.86
AB Barath,215,2010-04-09,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,33,28,1,5,1,4,117.86,33.0,2.0,20.0,93.93,33.0,19.662264150943397,4.5,7.0,70.0,1,2.0,40.0
AB Dinda,78,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,1,3,1,0,0,0,33.33,0.5,2.0,1.0,33.33,1.0,19.288100208768267,0.16666666666666666,14.0,75.95333333333333,0,1.0,100.0
AB Dinda,99,2008-05-16,Wankhede Stadium,Mumbai Indians,1,1,0,0,0,0,100.0,0.75,7.0,1.0,66.66499999999999,1.5,19.321590909090908,2.0,1.0,33.33,1,2.0,100.0
AB Dinda,121,2009-04-19,Newlands,Deccan Chargers,2,2,1,0,0,0,100.0,2.0,2.0,1.3333333333333333,77.77666666666666,2.0,15.17117117117117,0.0,1.0,66.66499999999999,2,0.0,0.0
AB Dinda,132,2009-04-27,St George's Park,Mumbai Indians,0,1,1,0,0,0,0.0,0.75,1.0,1.0,58.332499999999996,0.0,19.232323232323232,1.5,1.3333333333333333,77.77666666666666,3,0.0,0.0
AB Dinda,217,2010-04-10,M Chinnaswamy Stadium,Royal Challengers Bangalore,0,1,1,0,0,0,0.0,2.3333333333333335,0.5,0.8,46.666,0.5,19.843718079673135,0.0,1.0,58.332499999999996,4,0.0,0.0
AB Dinda,238,2011-04-10,Feroz Shah Kotla,Mumbai Indians,0,5,1,0,0,0,0.0,0.75,0.5,0.6,40.0,0.0,19.530133928571427,0.0,0.8,46.666,5,2.0,40.0
AB Dinda,321,2012-04-12,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,2,5,0,0,0,0,40.0,2.0,0.75,0.8,28.0,2.0,19.662264150943397,1.5,0.6666666666666666,38.88833333333333,6,0.0,0.0
AB Dinda,384,2013-04-05,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,0,2,1,0,0,0,0.0,0.0,2.3333333333333335,0.4,8.0,0.0,19.61134163208852,1.0,0.8571428571428571,39.04714285714285,7,0.0,0.0
AB Dinda,402,2013-04-17,Subrata Roy Sahara Stadium,Sunrisers Hyderabad,0,1,1,0,0,0,0.0,0.0,0.0,0.4,8.0,2.6666666666666665,17.1787072243346,2.0,0.75,34.16625,8,1.0,100.0
AB Dinda,411,2013-04-23,M Chinnaswamy Stadium,Royal Challengers Bangalore,1,1,0,0,0,0,100.0,2.3333333333333335,0.0,0.6,28.0,0.5,19.843718079673135,1.0,0.6666666666666666,30.369999999999997,9,2.0,100.0
AB Dinda,422,2013-04-30,Subrata Roy Sahara Stadium,Chennai Super Kings,2,2,0,0,0,0,100.0,2.0,33.0,1.0,48.0,2.6666666666666665,17.1787072243346,3.0,0.7,37.333,10,6.0,120.0
AB Dinda,426,2013-05-02,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,6,5,0,1,0,1,120.0,2.3333333333333335,0.5,1.8,64.0,2.6666666666666665,17.1787072243346,1.5,0.8181818181818182,43.03,11,0.0,0.0
AB Dinda,471,2014-04-26,Sheikh Zayed Stadium,Rajasthan Royals,0,3,1,0,0,0,0.0,0.5,1.0,1.8,64.0,0.0,16.221238938053098,0.0,1.25,49.44416666666667,12,2.0,40.0
AB Dinda,475,2014-04-28,Dubai International Cricket Stadium,Punjab Kings,2,5,0,0,0,0,40.0,2.0,2.0,2.2,72.0,2.0,18.495238095238093,1.0,1.1538461538461537,45.64076923076924,13,2.0,40.0
AB Dinda,484,2014-05-06,Wankhede Stadium,Mumbai Indians,2,5,0,0,0,0,40.0,0.75,0.3333333333333333,2.4,60.0,1.5,19.321590909090908,0.0,1.2142857142857142,45.237857142857145,14,7.0,87.5
AB McDonald,167,2009-05-19,New Wanderers Stadium,Royal Challengers Bangalore,3,4,1,0,0,0,75.0,10.5,14.0,3.0,75.0,3.0,18.508474576271187,3.0,1.625,47.551875,0,18.0,128.57
AB McDonald,197,2010-03-25,M Chinnaswamy Stadium,Royal Challengers Bangalore,18,14,0,2,1,1,128.57,10.5,3.0,10.5,101.785,14.25,19.843718079673135,2.3333333333333335,3.0,75.0,1,14.0,155.56
AB McDonald,203,2010-03-31,Feroz Shah Kotla,Rajasthan Royals,14,9,0,2,0,2,155.56,14.0,8.5,11.666666666666666,119.71,14.0,19.530133928571427,4.0,10.5,101.785,2,33.0,106.45
AB McDonald,221,2010-04-13,Brabourne Stadium,Mumbai Indians,33,31,0,1,1,0,106.45,33.0,15.0,17.0,116.395,33.0,22.061349693251532,2.9,11.666666666666666,119.71,3,8.0,114.29
AB McDonald,289,2011-05-12,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,8,7,1,0,0,0,114.29,8.0,0.0,15.2,115.974,8.0,20.09861111111111,12.0,17.0,116.395,4,30.0,157.89
AB McDonald,312,2012-04-07,M Chinnaswamy Stadium,Delhi Capitals,30,19,1,6,2,4,157.89,15.0,8.0,20.6,132.552,14.25,19.843718079673135,5.75,15.2,115.974,5,8.0,133.33
AB McDonald,333,2012-04-20,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,8,6,0,1,0,1,133.33,8.5,33.0,18.6,133.50400000000002,8.0,19.662264150943397,6.0,17.666666666666668,122.96,6,9.0,81.82
AB McDonald,350,2012-05-02,M Chinnaswamy Stadium,Punjab Kings,9,11,1,1,0,1,81.82,8.5,8.0,17.6,118.756,14.25,19.843718079673135,4.0,16.285714285714285,124.44142857142857,7,0.0,0.0
AB de Villiers,79,2008-05-02,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,26,22,0,2,0,2,118.18,22.0,10.5,26.0,118.18,31.285714285714285,20.09861111111111,13.430000000000001,13.666666666666666,105.87888888888888,0,21.0,123.53
AB de Villiers,82,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,21,17,0,3,1,2,123.53,30.0,17.0,23.5,120.855,21.0,16.62962962962963,9.254545454545456,26.0,118.18,1,0.0,0.0
AB de Villiers,87,2008-05-08,Feroz Shah Kotla,Chennai Super Kings,0,1,1,0,0,0,0.0,22.0,26.0,15.666666666666666,80.57000000000001,10.0,19.530133928571427,3.0,23.5,120.855,2,20.0,86.96
AB de Villiers,93,2008-05-11,Sawai Mansingh Stadium,Rajasthan Royals,20,23,1,0,0,0,86.96,37.30769230769231,30.125,16.75,82.1675,33.333333333333336,19.288100208768267,5.2,15.666666666666666,80.57000000000001,3,7.0,58.33
AB de Villiers,95,2008-05-13,Eden Gardens,Kolkata Knight Riders,7,12,1,0,0,0,58.33,17.0,54.0,14.8,77.4,19.166666666666668,19.11173184357542,7.666666666666667,16.75,82.1675,4,21.0,84.0
AB de Villiers,104,2008-05-19,M Chinnaswamy Stadium,Royal Challengers Bangalore,21,25,1,1,0,1,84.0,28.75,29.0,13.8,70.564,30.456521739130434,19.843718079673135,13.25,14.8,77.4,5,105.0,194.44
AB de Villiers,125,2009-04-23,Kingsmead,Chennai Super Kings,105,54,0,11,6,5,194.44,22.0,13.0,30.6,84.74600000000001,74.5,16.502024291497975,6.083333333333333,15.833333333333334,78.5,6,21.0,91.3
AB de Villiers,129,2009-04-26,St George's Park,Royal Challengers Bangalore,21,23,1,0,0,0,91.3,28.75,21.0,34.8,103.006,21.0,19.232323232323232,12.266666666666666,28.571428571428573,95.06285714285715,7,50.0,121.95
AB de Villiers,133,2009-04-28,SuperSport Park,Rajasthan Royals,50,41,1,6,1,5,121.95,37.30769230769231,20.0,40.8,110.00399999999999,21.75,19.884393063583815,5.142857142857143,27.625,94.5925,8,5.0,55.56
AB de Villiers,136,2009-04-30,SuperSport Park,Deccan Chargers,5,9,1,1,0,1,55.56,21.857142857142858,22.0,40.4,109.45,21.75,19.884393063583815,13.5,30.11111111111111,97.63222222222223,9,0.0,0.0
AB de Villiers,141,2009-05-02,New Wanderers Stadium,Chennai Super Kings,0,1,1,0,0,0,0.0,22.0,43.666666666666664,36.2,92.65,22.666666666666668,18.508474576271187,4.5,27.6,93.425,10,50.0,131.58
AB de Villiers,150,2009-05-08,Buffalo Park,Mumbai Indians,50,38,0,7,1,6,131.58,30.0,21.0,25.2,80.078,50.0,16.130434782608695,9.544444444444444,25.09090909090909,84.93181818181819,11,40.0,121.21
AB de Villiers,154,2009-05-10,New Wanderers Stadium,Kolkata Knight Riders,40,33,0,5,0,5,121.21,17.0,7.0,29.0,86.06,22.666666666666668,18.508474576271187,8.6,27.166666666666668,88.81916666666666,12,44.0,122.22
AB de Villiers,158,2009-05-13,Kingsmead,Deccan Chargers,44,36,1,5,1,4,122.22,21.857142857142858,5.0,27.8,86.114,74.5,16.502024291497975,8.393333333333334,28.153846153846153,91.31076923076922,13,11.0,91.67
AB de Villiers,161,2009-05-15,OUTsurance Oval,Punjab Kings,11,12,1,1,0,1,91.67,30.125,29.8,29.0,93.33599999999998,45.0,14.787878787878787,5.225,29.285714285714285,93.51857142857143,14,79.0,143.64
AB de Villiers,165,2009-05-17,OUTsurance Oval,Rajasthan Royals,79,55,0,9,1,8,143.64,37.30769230769231,35.0,44.8,122.064,45.0,14.787878787878787,9.339285714285715,28.066666666666666,93.39533333333334,15,28.0,96.55
